CustomerID,Risk_Score,Risk_Category
2794-XIMMO,28.16,Low (0-30%)
1015-OWJKI,28.15,Low (0-30%)
7718-UPSKJ,28.15,Low (0-30%)
8008-ESFLK,28.15,Low (0-30%)
0030-FNXPP,28.14,Low (0-30%)
8294-UIMBA,28.11,Low (0-30%)
1009-IRMNA,28.1,Low (0-30%)
2139-FQHLM,28.08,Low (0-30%)
1663-MHLHE,28.08,Low (0-30%)
9053-JZFKV,28.08,Low (0-30%)
1116-DXXDF,28.06,Low (0-30%)
5843-TTHGI,28.05,Low (0-30%)
7776-QGYJC,28.05,Low (0-30%)
0409-WTMPL,28.04,Low (0-30%)
0870-VEMYL,28.0,Low (0-30%)
4226-KKDON,28.0,Low (0-30%)
8963-JLGJT,27.95,Low (0-30%)
3680-CTHUH,27.95,Low (0-30%)
9644-KVCNC,27.94,Low (0-30%)
9163-GHAYE,27.91,Low (0-30%)
8107-RZLNV,27.88,Low (0-30%)
3744-ZBHON,27.87,Low (0-30%)
1353-LJWEM,27.87,Low (0-30%)
8016-NCFVO,27.82,Low (0-30%)
0237-YFUTL,27.81,Low (0-30%)
0103-CSITQ,27.76,Low (0-30%)
1591-MQJTP,27.76,Low (0-30%)
3413-DHLPB,27.75,Low (0-30%)
2585-KTFRE,27.72,Low (0-30%)
3941-XTSKM,27.7,Low (0-30%)
1121-QSIVB,27.7,Low (0-30%)
4456-RHSNB,27.69,Low (0-30%)
5651-CPDND,27.69,Low (0-30%)
0617-AQNWT,27.68,Low (0-30%)
5294-CDGWY,27.66,Low (0-30%)
9169-BSVIN,27.66,Low (0-30%)
6231-WFGFH,27.63,Low (0-30%)
7516-GMHUV,27.6,Low (0-30%)
0565-IYCGT,27.57,Low (0-30%)
7808-DVWEP,27.56,Low (0-30%)
5334-JLAXU,27.55,Low (0-30%)
5243-SAOTC,27.52,Low (0-30%)
8967-SZQAS,27.51,Low (0-30%)
4070-OKWVH,27.5,Low (0-30%)
1935-IMVBB,27.48,Low (0-30%)
3195-TQDZX,27.48,Low (0-30%)
1360-XFJMR,27.47,Low (0-30%)
7302-ZHMHP,27.43,Low (0-30%)
5274-XHAKY,27.41,Low (0-30%)
5651-WYIPH,27.4,Low (0-30%)
4732-RRJZC,27.38,Low (0-30%)
3339-EAQNV,27.37,Low (0-30%)
5153-LXKDT,27.35,Low (0-30%)
6734-CKRSM,27.35,Low (0-30%)
5315-CKEQK,27.34,Low (0-30%)
7219-TLZHO,27.32,Low (0-30%)
3528-HFRIQ,27.31,Low (0-30%)
5268-DSMNQ,27.26,Low (0-30%)
1074-AMIOH,27.26,Low (0-30%)
8124-NZVGJ,27.26,Low (0-30%)
7929-DMBCV,27.25,Low (0-30%)
0541-FITGH,27.17,Low (0-30%)
4541-RMRLG,27.17,Low (0-30%)
4608-LCIMN,27.16,Low (0-30%)
3255-GRXMG,27.12,Low (0-30%)
6689-VRRTK,27.11,Low (0-30%)
6985-HAYWX,27.1,Low (0-30%)
2716-GFZOR,27.09,Low (0-30%)
7054-ENNGU,27.05,Low (0-30%)
3058-WQDRE,27.04,Low (0-30%)
4824-GUCBY,27.04,Low (0-30%)
9103-TCIHJ,27.02,Low (0-30%)
3090-QFUVD,27.01,Low (0-30%)
9137-NOQKA,27.0,Low (0-30%)
9375-MHRRS,26.99,Low (0-30%)
7966-YOTQW,26.98,Low (0-30%)
0206-TBWLC,26.98,Low (0-30%)
5176-LDKUH,26.97,Low (0-30%)
6616-AALSR,26.95,Low (0-30%)
5542-DHSXL,26.95,Low (0-30%)
0479-HMSWA,26.92,Low (0-30%)
8402-EIVQS,26.91,Low (0-30%)
3766-EJLFL,26.91,Low (0-30%)
4310-KEDTB,26.91,Low (0-30%)
6578-KRMAW,26.89,Low (0-30%)
3570-YUEKJ,26.85,Low (0-30%)
5639-NTUPK,26.82,Low (0-30%)
7971-HLVXI,26.8,Low (0-30%)
9378-FXTIZ,26.8,Low (0-30%)
9480-BQJEI,26.8,Low (0-30%)
7636-XUHWW,26.74,Low (0-30%)
7075-BNDVQ,26.73,Low (0-30%)
4767-HZZHQ,26.69,Low (0-30%)
1685-VAYJF,26.69,Low (0-30%)
6164-HXUGH,26.64,Low (0-30%)
8840-DQLGN,26.64,Low (0-30%)
5146-CBVOE,26.63,Low (0-30%)
5197-PYEPU,26.63,Low (0-30%)
7017-VFULY,26.6,Low (0-30%)
5213-TWWJU,26.6,Low (0-30%)
1755-RMCXH,26.58,Low (0-30%)
8999-XXGNS,26.58,Low (0-30%)
4250-WAROZ,26.56,Low (0-30%)
2378-HTWFW,26.55,Low (0-30%)
6333-YDVLT,26.54,Low (0-30%)
7869-ZYDST,26.54,Low (0-30%)
0743-HRVFF,26.53,Low (0-30%)
4322-RCYMT,26.52,Low (0-30%)
9402-ROUMJ,26.52,Low (0-30%)
1150-WFARN,26.51,Low (0-30%)
4822-LPTYJ,26.5,Low (0-30%)
0314-TKOSI,26.5,Low (0-30%)
8561-NMTBD,26.48,Low (0-30%)
8652-YHIYU,26.45,Low (0-30%)
0274-JKUJR,26.44,Low (0-30%)
5002-GCQFH,26.43,Low (0-30%)
1485-YDHMM,26.42,Low (0-30%)
3583-KRKMD,26.41,Low (0-30%)
2805-EDJPQ,26.37,Low (0-30%)
5898-IGSLP,26.37,Low (0-30%)
8952-WCVCD,26.36,Low (0-30%)
3097-PYWXL,26.36,Low (0-30%)
2669-OIDSD,26.36,Low (0-30%)
1925-LFCZZ,26.35,Low (0-30%)
5089-IFSDP,26.34,Low (0-30%)
4391-LNRXK,26.33,Low (0-30%)
8148-BPLZQ,26.32,Low (0-30%)
5732-IKGQH,26.27,Low (0-30%)
1545-ACTAS,26.25,Low (0-30%)
9701-CDXHR,26.25,Low (0-30%)
3729-OWRVL,26.23,Low (0-30%)
2995-UPRYS,26.22,Low (0-30%)
7622-NXQZR,26.18,Low (0-30%)
1840-BIUOG,26.18,Low (0-30%)
3890-RTCMS,26.17,Low (0-30%)
3694-DELSO,26.16,Low (0-30%)
5702-SKUOB,26.15,Low (0-30%)
4080-IIARD,26.14,Low (0-30%)
6942-LBFDP,26.14,Low (0-30%)
5424-RLQLC,26.13,Low (0-30%)
8213-TAZPM,26.12,Low (0-30%)
8444-WRIDW,26.12,Low (0-30%)
8868-GAGIO,26.09,Low (0-30%)
0228-MAUWC,26.07,Low (0-30%)
9762-YAQAA,26.04,Low (0-30%)
9089-UOWJG,26.02,Low (0-30%)
0178-CIIKR,25.95,Low (0-30%)
0701-TJSEF,25.94,Low (0-30%)
4816-OKWNX,25.92,Low (0-30%)
8053-WWDRO,25.88,Low (0-30%)
2586-CWXVV,25.88,Low (0-30%)
6497-TILVL,25.87,Low (0-30%)
3137-LUPIX,25.86,Low (0-30%)
6614-VBEGU,25.83,Low (0-30%)
0880-FVFWF,25.81,Low (0-30%)
8799-OXZMD,25.8,Low (0-30%)
1855-CFULU,25.8,Low (0-30%)
7621-VPNET,25.78,Low (0-30%)
1205-WNWPJ,25.77,Low (0-30%)
2615-YVMYX,25.75,Low (0-30%)
7691-XVTZH,25.74,Low (0-30%)
5140-FOMCQ,25.73,Low (0-30%)
4355-CVPVS,25.66,Low (0-30%)
2303-PJYHN,25.65,Low (0-30%)
6258-NGCNG,25.64,Low (0-30%)
4274-DRSQT,25.64,Low (0-30%)
3977-QCRSL,25.63,Low (0-30%)
3272-VUHPV,25.6,Low (0-30%)
2267-WTPYD,25.59,Low (0-30%)
2229-VWQJH,25.59,Low (0-30%)
2988-GBIVW,25.58,Low (0-30%)
3566-VVORZ,25.57,Low (0-30%)
4129-LYCOI,25.53,Low (0-30%)
1725-IQNIY,25.51,Low (0-30%)
0036-IHMOT,25.5,Low (0-30%)
6300-BWMJX,25.47,Low (0-30%)
9863-JZAIC,25.46,Low (0-30%)
7776-QWNFX,25.46,Low (0-30%)
6469-QJKZW,25.44,Low (0-30%)
0330-BGYZE,25.42,Low (0-30%)
3639-XJHKQ,25.41,Low (0-30%)
9708-HPXWZ,25.38,Low (0-30%)
1559-DTODC,25.37,Low (0-30%)
1444-VVSGW,25.35,Low (0-30%)
3331-HQDTW,25.32,Low (0-30%)
0864-FVJNJ,25.32,Low (0-30%)
7541-YLXCL,25.28,Low (0-30%)
1258-YMZNM,25.25,Low (0-30%)
6288-LBEAR,25.24,Low (0-30%)
8735-DCXNF,25.22,Low (0-30%)
1465-LNTLJ,25.18,Low (0-30%)
7750-EYXWZ,25.16,Low (0-30%)
3144-KMTWZ,25.15,Low (0-30%)
3253-HKOKL,25.13,Low (0-30%)
5201-USSQZ,25.13,Low (0-30%)
0549-CYCQN,25.13,Low (0-30%)
5084-OOVCJ,25.11,Low (0-30%)
5311-IHLEI,25.11,Low (0-30%)
7526-IVLYU,25.08,Low (0-30%)
2709-UQGNP,25.06,Low (0-30%)
0442-ZXKVS,25.05,Low (0-30%)
1410-RSCMR,25.03,Low (0-30%)
0595-ITUDF,25.03,Low (0-30%)
9862-KJTYK,25.03,Low (0-30%)
9770-LXDBK,25.01,Low (0-30%)
3301-LSLWQ,25.0,Low (0-30%)
6473-ULUHT,24.99,Low (0-30%)
7740-BTPUX,24.99,Low (0-30%)
2828-SLQPF,24.97,Low (0-30%)
4986-MXSFP,24.95,Low (0-30%)
3594-IVHJZ,24.94,Low (0-30%)
1357-MVDOZ,24.92,Low (0-30%)
5949-EBSQK,24.92,Low (0-30%)
6297-NOOPG,24.92,Low (0-30%)
2972-YDYUW,24.89,Low (0-30%)
6296-DDOOR,24.88,Low (0-30%)
0867-LDTTC,24.88,Low (0-30%)
5686-CMAWK,24.86,Low (0-30%)
1230-QAJDW,24.84,Low (0-30%)
3192-NQECA,24.82,Low (0-30%)
0117-LFRMW,24.82,Low (0-30%)
5060-TQUQN,24.81,Low (0-30%)
3936-QQFLL,24.81,Low (0-30%)
8033-ATFAS,24.8,Low (0-30%)
6207-WIOLX,24.79,Low (0-30%)
1465-WCZVT,24.79,Low (0-30%)
9820-RMCQV,24.78,Low (0-30%)
0516-UXRMT,24.75,Low (0-30%)
0816-TSPHQ,24.75,Low (0-30%)
8878-RYUKI,24.73,Low (0-30%)
2651-ZCBXV,24.72,Low (0-30%)
1832-PEUTS,24.72,Low (0-30%)
0871-OPBXW,24.72,Low (0-30%)
2692-AQCPF,24.7,Low (0-30%)
9919-YLNNG,24.69,Low (0-30%)
2207-QPJED,24.66,Low (0-30%)
2896-TBNBE,24.65,Low (0-30%)
5440-FLBQG,24.62,Low (0-30%)
3638-DIMPH,24.62,Low (0-30%)
2931-VUVJN,24.6,Low (0-30%)
1215-VFYVK,24.58,Low (0-30%)
2599-CZABP,24.57,Low (0-30%)
8562-GHPPI,24.57,Low (0-30%)
3865-YIOTT,24.57,Low (0-30%)
6394-HHHZM,24.57,Low (0-30%)
7909-FIOIY,24.56,Low (0-30%)
6990-YNRIO,24.53,Low (0-30%)
3011-WQKSZ,24.52,Low (0-30%)
0931-MHTEM,24.48,Low (0-30%)
5966-EMAZU,24.48,Low (0-30%)
1421-HCERK,24.47,Low (0-30%)
9259-PACGQ,24.45,Low (0-30%)
5778-BVOFB,24.45,Low (0-30%)
9013-AQORL,24.45,Low (0-30%)
8150-QUDFX,24.44,Low (0-30%)
6743-HHQPF,24.43,Low (0-30%)
9825-YCXWZ,24.43,Low (0-30%)
0856-NAOES,24.41,Low (0-30%)
3407-QGWLG,24.4,Low (0-30%)
2133-TSRRM,24.38,Low (0-30%)
5687-DKDTV,24.38,Low (0-30%)
2640-LYMOV,24.38,Low (0-30%)
2284-VFLKH,24.37,Low (0-30%)
9500-LTVBP,24.36,Low (0-30%)
5027-YOCXN,24.33,Low (0-30%)
7080-TNUWP,24.32,Low (0-30%)
8707-HOEDG,24.31,Low (0-30%)
5701-ZIKJE,24.3,Low (0-30%)
5343-SGUBI,24.28,Low (0-30%)
2475-MROZF,24.28,Low (0-30%)
3012-VFFMN,24.27,Low (0-30%)
0909-SDHNU,24.26,Low (0-30%)
4558-CGYCZ,24.23,Low (0-30%)
4676-MQUEA,24.21,Low (0-30%)
0282-NVSJS,24.18,Low (0-30%)
4138-NAXED,24.16,Low (0-30%)
2843-CQMEG,24.14,Low (0-30%)
0557-ASKVU,24.12,Low (0-30%)
1170-SASML,24.09,Low (0-30%)
1038-ZAGBI,24.09,Low (0-30%)
9475-NNDGC,24.07,Low (0-30%)
6549-NNDYT,24.07,Low (0-30%)
2839-RFSQE,24.07,Low (0-30%)
2321-OMBXY,24.07,Low (0-30%)
3154-CFSZG,24.06,Low (0-30%)
9659-ZTWSM,24.04,Low (0-30%)
2748-MYRVK,24.02,Low (0-30%)
6029-CSMJE,24.01,Low (0-30%)
5527-ACHSO,24.01,Low (0-30%)
8849-GYOKR,24.01,Low (0-30%)
1400-WIVLL,23.98,Low (0-30%)
6723-WSNTY,23.98,Low (0-30%)
6576-FBXOJ,23.97,Low (0-30%)
4431-EDMIQ,23.95,Low (0-30%)
4950-BDEUX,23.93,Low (0-30%)
1134-YWTYF,23.92,Low (0-30%)
2798-NYLMZ,23.89,Low (0-30%)
4692-NNQRU,23.88,Low (0-30%)
0188-GWFLE,23.88,Low (0-30%)
0423-UDIJQ,23.84,Low (0-30%)
4194-WHFCB,23.84,Low (0-30%)
7446-KQISO,23.84,Low (0-30%)
5533-RJFTJ,23.83,Low (0-30%)
9715-WZCLW,23.82,Low (0-30%)
7674-YTAFD,23.8,Low (0-30%)
8006-PYCSW,23.77,Low (0-30%)
5774-XZTQC,23.76,Low (0-30%)
9115-YQHGA,23.76,Low (0-30%)
5188-HGMLP,23.74,Low (0-30%)
2792-VPPET,23.72,Low (0-30%)
8559-CIZFV,23.68,Low (0-30%)
3363-EWLGO,23.68,Low (0-30%)
7879-CGSFV,23.66,Low (0-30%)
9909-DFRJA,23.66,Low (0-30%)
7787-BNTZM,23.65,Low (0-30%)
2402-TAIRZ,23.64,Low (0-30%)
6439-LAJXL,23.62,Low (0-30%)
8152-VETUR,23.62,Low (0-30%)
7661-CPURM,23.61,Low (0-30%)
6261-RCVNS,23.61,Low (0-30%)
9496-IVVRP,23.61,Low (0-30%)
3345-JHUEO,23.6,Low (0-30%)
6302-JGYRJ,23.59,Low (0-30%)
7931-PXHFC,23.59,Low (0-30%)
7130-CTCUS,23.58,Low (0-30%)
3374-TTZTK,23.57,Low (0-30%)
9896-UYMIE,23.56,Low (0-30%)
5850-BDWCY,23.55,Low (0-30%)
6713-OKOMC,23.54,Low (0-30%)
2604-XVDAM,23.53,Low (0-30%)
8920-NAVAY,23.53,Low (0-30%)
4827-LTQRJ,23.51,Low (0-30%)
6797-UCJHZ,23.49,Low (0-30%)
5366-OBVMR,23.48,Low (0-30%)
6266-QHOJZ,23.48,Low (0-30%)
3758-CKOQL,23.47,Low (0-30%)
7317-GGVPB,23.46,Low (0-30%)
1679-JRFBR,23.45,Low (0-30%)
4118-CEVPF,23.44,Low (0-30%)
9367-OIUXP,23.42,Low (0-30%)
5223-UZAVK,23.42,Low (0-30%)
1442-OKRJE,23.39,Low (0-30%)
9695-IDRZR,23.37,Low (0-30%)
5445-PZWGX,23.37,Low (0-30%)
1114-CENIM,23.37,Low (0-30%)
6954-OOYZZ,23.36,Low (0-30%)
7191-ADRGF,23.3,Low (0-30%)
6429-SHBCB,23.28,Low (0-30%)
1794-SWWKL,23.28,Low (0-30%)
9633-DENPU,23.27,Low (0-30%)
5577-OTWWW,23.27,Low (0-30%)
8819-ZBYNA,23.27,Low (0-30%)
0112-QWPNC,23.26,Low (0-30%)
5593-SUAOO,23.23,Low (0-30%)
5236-PERKL,23.22,Low (0-30%)
6624-JDRDS,23.22,Low (0-30%)
6377-KSLXC,23.21,Low (0-30%)
3077-RSNTJ,23.2,Low (0-30%)
3572-UOLYZ,23.19,Low (0-30%)
6906-MPARY,23.16,Low (0-30%)
7521-YXVZY,23.16,Low (0-30%)
4476-OSWTN,23.16,Low (0-30%)
7208-PSIHR,23.15,Low (0-30%)
1409-PHXTF,23.15,Low (0-30%)
0136-IFMYD,23.14,Low (0-30%)
0297-RBCSG,23.14,Low (0-30%)
0734-OXWBT,23.13,Low (0-30%)
7740-KKCXF,23.11,Low (0-30%)
8985-OOPOS,23.11,Low (0-30%)
2576-HXMPA,23.1,Low (0-30%)
5286-YHCVC,23.08,Low (0-30%)
3521-MNKLV,23.08,Low (0-30%)
7764-BDPEE,23.06,Low (0-30%)
9818-XQCUV,23.05,Low (0-30%)
2439-QKJUL,23.04,Low (0-30%)
5590-ZSKRV,23.04,Low (0-30%)
4389-UEFCZ,23.03,Low (0-30%)
5514-YQENT,23.03,Low (0-30%)
4324-AHJKS,23.0,Low (0-30%)
8894-JVDCV,23.0,Low (0-30%)
7109-MFBYV,22.99,Low (0-30%)
4079-VTGLK,22.99,Low (0-30%)
4106-HADHQ,22.98,Low (0-30%)
0295-QVKPB,22.98,Low (0-30%)
3842-QTGDL,22.98,Low (0-30%)
9040-KZVWO,22.96,Low (0-30%)
6621-YOBKI,22.94,Low (0-30%)
1796-JANOW,22.91,Low (0-30%)
6131-FOYAS,22.9,Low (0-30%)
1202-KKGFU,22.86,Low (0-30%)
4713-ZBURT,22.82,Low (0-30%)
7502-BNYGS,22.8,Low (0-30%)
4397-FRLTA,22.78,Low (0-30%)
1656-DRSMG,22.77,Low (0-30%)
6861-OKBCE,22.76,Low (0-30%)
6972-SNKKW,22.75,Low (0-30%)
7251-XFOIL,22.74,Low (0-30%)
6261-LHRTG,22.74,Low (0-30%)
2159-TURXX,22.73,Low (0-30%)
3256-EZDBI,22.71,Low (0-30%)
9798-DRYDS,22.7,Low (0-30%)
6469-MRVET,22.68,Low (0-30%)
0621-HJWXJ,22.68,Low (0-30%)
4785-NKHCX,22.67,Low (0-30%)
1337-BOZWO,22.65,Low (0-30%)
5133-VRSAB,22.64,Low (0-30%)
4119-ZYPZY,22.62,Low (0-30%)
4083-BFNYK,22.61,Low (0-30%)
0058-EVZWM,22.6,Low (0-30%)
3736-BLEPA,22.59,Low (0-30%)
0266-CLZKZ,22.59,Low (0-30%)
1347-KTTTA,22.59,Low (0-30%)
3324-OIRTO,22.56,Low (0-30%)
1336-EZFZY,22.55,Low (0-30%)
8259-NFJTV,22.54,Low (0-30%)
5568-DMXZS,22.53,Low (0-30%)
4374-YMUSQ,22.5,Low (0-30%)
4510-PYUSH,22.5,Low (0-30%)
5144-PQCDZ,22.49,Low (0-30%)
5555-RNPGT,22.47,Low (0-30%)
0345-XMMUG,22.45,Low (0-30%)
3786-WOVKF,22.44,Low (0-30%)
5681-LLOEI,22.43,Low (0-30%)
4415-WNGVR,22.4,Low (0-30%)
5919-VCZYM,22.39,Low (0-30%)
0946-FKYTX,22.37,Low (0-30%)
0567-GGCAC,22.37,Low (0-30%)
4020-KIUDI,22.32,Low (0-30%)
0022-TCJCI,22.31,Low (0-30%)
5067-DGXLL,22.31,Low (0-30%)
4945-RVMTE,22.3,Low (0-30%)
1061-PNTHC,22.3,Low (0-30%)
7766-CLTIC,22.26,Low (0-30%)
2826-DXLQO,22.26,Low (0-30%)
1545-JFUML,22.24,Low (0-30%)
7595-EHCDL,22.23,Low (0-30%)
5173-WXOQV,22.2,Low (0-30%)
5951-AOFIH,22.17,Low (0-30%)
5168-MQQCA,22.15,Low (0-30%)
6933-FHBZC,22.14,Low (0-30%)
7905-NJMXS,22.08,Low (0-30%)
4338-EYCER,22.07,Low (0-30%)
3007-FDPEA,22.06,Low (0-30%)
4531-AUZNK,22.04,Low (0-30%)
6937-GCDGQ,22.04,Low (0-30%)
2342-CKIAO,22.01,Low (0-30%)
1898-JSNDC,22.0,Low (0-30%)
9780-FKVVF,21.98,Low (0-30%)
1936-CZAKF,21.96,Low (0-30%)
0052-DCKON,21.96,Low (0-30%)
1814-DKOLC,21.95,Low (0-30%)
1045-LTCYT,21.94,Low (0-30%)
2746-DIJLO,21.93,Low (0-30%)
6671-NGWON,21.9,Low (0-30%)
4430-YHXGG,21.89,Low (0-30%)
1090-PYKCI,21.89,Low (0-30%)
8565-HBFNN,21.88,Low (0-30%)
8624-GIOUT,21.88,Low (0-30%)
2040-OBMLJ,21.87,Low (0-30%)
0786-IVLAW,21.84,Low (0-30%)
6507-DTJZV,21.83,Low (0-30%)
4160-AMJTL,21.8,Low (0-30%)
7610-TVOPG,21.8,Low (0-30%)
4189-NAKJS,21.79,Low (0-30%)
4174-LPGTI,21.78,Low (0-30%)
9039-ZVJDC,21.77,Low (0-30%)
3417-TSCIC,21.76,Low (0-30%)
1696-MZVAU,21.74,Low (0-30%)
6635-MYYYZ,21.71,Low (0-30%)
1360-RCYRT,21.69,Low (0-30%)
2155-AMQRX,21.68,Low (0-30%)
2522-AHJXR,21.66,Low (0-30%)
0750-EBAIU,21.65,Low (0-30%)
8930-XOTDP,21.63,Low (0-30%)
0020-INWCK,21.62,Low (0-30%)
8727-XDPUD,21.61,Low (0-30%)
8713-IGZSO,21.55,Low (0-30%)
3096-YXENJ,21.54,Low (0-30%)
0603-OLQDC,21.54,Low (0-30%)
6345-HOVES,21.52,Low (0-30%)
8495-PRWFH,21.51,Low (0-30%)
6556-DBKZF,21.51,Low (0-30%)
0310-VQXAM,21.5,Low (0-30%)
9943-VSZUV,21.48,Low (0-30%)
6838-YAUVY,21.45,Low (0-30%)
9114-VEPUF,21.41,Low (0-30%)
3920-HIHMQ,21.38,Low (0-30%)
3717-LNXKW,21.38,Low (0-30%)
6647-ZEDXT,21.37,Low (0-30%)
4083-EUGRJ,21.35,Low (0-30%)
5020-ZSTTY,21.33,Low (0-30%)
7519-JTWQH,21.32,Low (0-30%)
2452-SNHFZ,21.32,Low (0-30%)
6227-FBDXH,21.32,Low (0-30%)
0750-EKNGL,21.32,Low (0-30%)
7657-DYEPJ,21.27,Low (0-30%)
9114-AAFQH,21.26,Low (0-30%)
8049-WJCLQ,21.24,Low (0-30%)
4316-XCSLJ,21.24,Low (0-30%)
5906-CVLHP,21.22,Low (0-30%)
9848-JQJTX,21.21,Low (0-30%)
7799-DSEWS,21.2,Low (0-30%)
3397-AVTKU,21.17,Low (0-30%)
9837-FWLCH,21.14,Low (0-30%)
9170-GYZJC,21.09,Low (0-30%)
9342-VNIMQ,21.09,Low (0-30%)
5712-VBOXD,21.06,Low (0-30%)
8671-KKKOS,21.03,Low (0-30%)
8263-OKETD,20.98,Low (0-30%)
4646-QZXTF,20.97,Low (0-30%)
7253-UVNDW,20.95,Low (0-30%)
8865-TNMNX,20.95,Low (0-30%)
3413-CSSTH,20.94,Low (0-30%)
1976-AZZPJ,20.93,Low (0-30%)
2773-OVBPK,20.92,Low (0-30%)
4115-UMJFQ,20.88,Low (0-30%)
9788-YTFGE,20.86,Low (0-30%)
0774-IFUVM,20.86,Low (0-30%)
9174-IHETN,20.86,Low (0-30%)
0130-SXOUN,20.85,Low (0-30%)
6574-MCOEH,20.85,Low (0-30%)
6289-CPNLD,20.84,Low (0-30%)
8706-HRADD,20.84,Low (0-30%)
6728-CZFEI,20.81,Low (0-30%)
4710-NKCAW,20.8,Low (0-30%)
1222-LRYKO,20.8,Low (0-30%)
4307-KWMXE,20.78,Low (0-30%)
6620-JDYNW,20.77,Low (0-30%)
6366-XIVKZ,20.76,Low (0-30%)
6952-OMNWB,20.75,Low (0-30%)
9294-TDIPC,20.75,Low (0-30%)
3642-GKTCT,20.75,Low (0-30%)
2533-TIBIX,20.73,Low (0-30%)
4439-YRNVD,20.73,Low (0-30%)
4177-JPDFU,20.73,Low (0-30%)
2928-HLDBA,20.71,Low (0-30%)
0365-TRTPY,20.71,Low (0-30%)
3316-UWXUY,20.69,Low (0-30%)
1891-QRQSA,20.68,Low (0-30%)
3701-SFMUH,20.66,Low (0-30%)
6791-YBNAK,20.63,Low (0-30%)
7036-TYDEC,20.62,Low (0-30%)
6408-OTUBZ,20.6,Low (0-30%)
4455-BFSPD,20.6,Low (0-30%)
5989-OMNJE,20.59,Low (0-30%)
9761-XUJWD,20.59,Low (0-30%)
7470-DYNOE,20.57,Low (0-30%)
5214-NLTIT,20.56,Low (0-30%)
0218-QNVAS,20.55,Low (0-30%)
8465-SBRXP,20.55,Low (0-30%)
4597-ELFTS,20.55,Low (0-30%)
9097-ZUBYC,20.54,Low (0-30%)
9027-YFHQJ,20.54,Low (0-30%)
2696-ECXKC,20.52,Low (0-30%)
5562-BETPV,20.49,Low (0-30%)
7446-YPODE,20.49,Low (0-30%)
3694-GLTJM,20.49,Low (0-30%)
0623-EJQEG,20.48,Low (0-30%)
5740-YHGTW,20.48,Low (0-30%)
0953-LGOVU,20.47,Low (0-30%)
3530-CRZSB,20.47,Low (0-30%)
3724-UCSHY,20.47,Low (0-30%)
5996-NRVXR,20.46,Low (0-30%)
1257-SXUXQ,20.41,Low (0-30%)
5046-NUHWD,20.41,Low (0-30%)
4450-MDZFX,20.41,Low (0-30%)
0308-IVGOK,20.41,Low (0-30%)
1958-RNRKS,20.4,Low (0-30%)
1555-DJEQW,20.4,Low (0-30%)
9974-JFBHQ,20.4,Low (0-30%)
5827-MWCZK,20.39,Low (0-30%)
6897-UUBNU,20.38,Low (0-30%)
7359-SSBJK,20.38,Low (0-30%)
2782-JEEBU,20.38,Low (0-30%)
6156-UZDLF,20.38,Low (0-30%)
3128-YOVTD,20.36,Low (0-30%)
8250-ZNGGW,20.33,Low (0-30%)
4700-UBQMV,20.32,Low (0-30%)
0607-DAAHE,20.32,Low (0-30%)
0997-YTLNY,20.29,Low (0-30%)
2270-CHBFN,20.29,Low (0-30%)
1060-ENTOF,20.23,Low (0-30%)
3982-DQLUS,20.22,Low (0-30%)
7820-ZYGNY,20.18,Low (0-30%)
1163-VIPRI,20.18,Low (0-30%)
2220-IAHLS,20.18,Low (0-30%)
7993-NQLJE,20.17,Low (0-30%)
1518-OMDIK,20.15,Low (0-30%)
7868-BGSZA,20.14,Low (0-30%)
3221-CJMSG,20.11,Low (0-30%)
2484-DGXPZ,20.1,Low (0-30%)
7673-LPRNY,20.09,Low (0-30%)
6549-YMFAW,20.09,Low (0-30%)
7663-ZTEGJ,20.09,Low (0-30%)
1356-MKYSK,20.04,Low (0-30%)
3097-IDVPU,20.03,Low (0-30%)
0661-WCQNQ,20.03,Low (0-30%)
7605-SNLQG,20.0,Low (0-30%)
5651-CRHKQ,19.99,Low (0-30%)
8515-OCTJS,19.99,Low (0-30%)
0960-HUWBM,19.99,Low (0-30%)
5846-QFDFI,19.96,Low (0-30%)
2259-OUUSZ,19.9,Low (0-30%)
6257-DTAYD,19.88,Low (0-30%)
0851-DFJKB,19.87,Low (0-30%)
7976-CICYS,19.87,Low (0-30%)
2809-ILCYT,19.86,Low (0-30%)
9845-PEEKO,19.85,Low (0-30%)
9488-FYQAU,19.84,Low (0-30%)
5828-DWPIL,19.83,Low (0-30%)
9986-BONCE,19.82,Low (0-30%)
4057-FKCZK,19.81,Low (0-30%)
8404-VLQFB,19.81,Low (0-30%)
5136-RGMZO,19.8,Low (0-30%)
6490-FGZAT,19.79,Low (0-30%)
3468-DRVQJ,19.78,Low (0-30%)
1564-HJUVY,19.75,Low (0-30%)
7641-TQFHN,19.75,Low (0-30%)
6067-NGCEU,19.74,Low (0-30%)
9367-TCUYN,19.7,Low (0-30%)
1131-SUEKT,19.69,Low (0-30%)
2739-CCZMB,19.68,Low (0-30%)
1629-DQQVB,19.68,Low (0-30%)
3126-WQMGH,19.67,Low (0-30%)
1282-IHQAC,19.64,Low (0-30%)
7163-OCEQI,19.62,Low (0-30%)
4837-QUSFT,19.61,Low (0-30%)
6941-KXRRV,19.6,Low (0-30%)
2483-XSSMZ,19.59,Low (0-30%)
8904-OPDCK,19.59,Low (0-30%)
3170-GWYKC,19.59,Low (0-30%)
9754-CLVZW,19.58,Low (0-30%)
5954-BDFSG,19.57,Low (0-30%)
